,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Computation_Time(ms),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
108,108,C1-C2-C8-C10,41.83957,10175.42,C1-C2-C8-C10-C19,"(1, 2, 8, 10, 19)",C1-C2-C8-C10-C19,27.779999375343323,13986,10308.347463607788,2302.531242370605,14814.324140548706,1-2-8-10-19,77.338,8491.45
109,109,C4-C5-C7-C10,48.49496,11061.229,C4-C5-C7-C10-C19,"(4, 5, 7, 10, 19)",C4-C5-C7-C10-C19,22.96999990940094,13990,10427.41870880127,2242.963552474976,14816.203355789185,4-5-7-10-19,77.10999999999999,8557.23
110,110,C2-C5-C8-C10,45.7429,10166.659,C2-C5-C8-C10-C18,"(2, 5, 8, 10, 18)",C2-C5-C8-C10-C18,22.689999639987946,13981,10663.902759552002,2299.75962638855,15135.279178619385,2-5-8-10-18,71.604,8549.44
111,111,C2-C7-C8,36.272552,8812.382,C2-C7-C8-C17-C19,"(2, 7, 8, 17, 19)",C2-C7-C8-C17-C19,44.08000111579895,13991,10555.13048171997,2230.128288269043,14914.639234542848,2-7-8-17-19,78.262,8444.11
112,112,C3-C9-C10,42.67132,9738.286,C3-C9-C10-C19-C23,"(3, 9, 10, 19, 23)",C3-C9-C10-C19-C23,38.37999999523163,13995,10614.244937896729,2308.454751968384,14914.450645446776,3-9-10-19-23,80.694,8432.38
113,113,C1-C5-C9,38.629955,8564.183,C1-C5-C9-C23-C25,"(1, 5, 9, 23, 25)",C1-C5-C9-C23-C25,30.059999227523804,14000,9502.848625183104,1948.0242729187007,13534.775733947754,1-5-9-23-25,81.96799999999999,8596.12
114,114,C2-C5-C6,36.91014,9011.693,C2-C5-C6-C23-C25,"(2, 5, 6, 23, 25)",C2-C5-C6-C23-C25,35.28999984264374,13991,9504.98390197754,1917.2241687774656,13477.65302658081,2-5-6-23-25,77.396,8584.640000000001
115,115,C2-C3-C8,35.19288,8509.158,C2-C3-C8-C21-C23,"(2, 3, 8, 21, 23)",C2-C3-C8-C21-C23,26.420000195503235,13991,9686.352252960203,1962.4407291412356,13615.514516830444,2-3-8-21-23,78.244,8491.45
116,116,C3-C4-C7-C10,47.910217,10937.333,C3-C4-C7-C10-C17,"(3, 4, 7, 10, 17)",C3-C4-C7-C10-C17,33.91999900341034,13990,9567.339420318604,1937.1566772460935,13495.686769485474,3-4-7-10-17,77.748,8444.97
117,117,C3-C6-C10,39.38099,9780.137,C3-C6-C10-C17-C24,"(3, 6, 10, 17, 24)",C3-C6-C10-C17-C24,28.859999775886536,13986,14490.40937423706,6518.121719360352,18626.18851661682,3-6-10-17-24,76.17,8440.720000000001
118,118,C3-C7-C8,38.235115,9205.239,C3-C7-C8-C17-C25,"(3, 7, 8, 17, 25)",C3-C7-C8-C17-C25,22.779999673366547,13996,9900.73537826538,2010.830640792847,13914.417266845703,3-7-8-17-25,78.33200000000001,8419.68
119,119,C1-C5-C8,34.87587,8306.987,C1-C5-C8-C21-C25,"(1, 5, 8, 21, 25)",C1-C5-C8-C21-C25,28.110000491142277,13996,9930.117845535278,2028.1991958618164,13938.457250595093,1-5-8-21-25,78.65599999999999,8611.02
120,120,C1-C7-C10,38.189636,8829.696,C1-C7-C10-C21-C24,"(1, 7, 10, 21, 24)",C1-C7-C10-C21-C24,36.86999976634979,13990,9954.34021949768,2007.0362091064453,13965.626001358032,1-7-10-21-24,80.86,8507.54
121,121,C2-C3-C6,37.197746,8773.339,C2-C3-C6-C19-C23,"(2, 3, 6, 19, 23)",C2-C3-C6-C19-C23,40.61999917030335,13991,9815.758228302002,2007.765531539917,13896.137475967407,2-3-6-19-23,77.82000000000001,8492.289999999999
122,122,C4-C6-C7,39.596786,9734.046,C4-C6-C7-C21-C22,"(4, 6, 7, 21, 22)",C4-C6-C7-C21-C22,36.32000088691712,13986,9638.140678405762,1958.1263065338132,13776.843309402466,4-6-7-21-22,76.892,8491.13
123,123,C3-C4-C8,34.719875,8960.565,C3-C4-C8-C17-C22,"(3, 4, 8, 17, 22)",C3-C4-C8-C17-C22,26.96000039577484,13986,9779.99234199524,1988.1069660186768,13894.375085830688,3-4-8-17-22,76.01,8439.18
124,124,C1-C9-C10,40.250935,8766.294,C1-C9-C10-C17-C19,"(1, 9, 10, 17, 19)",C1-C9-C10-C17-C19,31.790000200271606,13995,9715.988159179688,1975.0597476959229,13647.198677062988,1-9-10-17-19,81.674,8464.12
125,125,C1-C6-C8,34.79069,8374.471,C1-C6-C8-C17-C23,"(1, 6, 8, 17, 23)",C1-C6-C8-C17-C23,30.619999766349792,13992,9741.7950630188,1977.898120880127,13755.866765975952,1-6-8-17-23,76.788,8521.36
126,126,C1-C3-C8,34.96507,8140.148,C1-C3-C8-C17-C21,"(1, 3, 8, 17, 21)",C1-C3-C8-C17-C21,21.99999988079071,13996,9725.167751312256,1993.1018352508545,13685.219764709473,1-3-8-17-21,79.136,8516.65
127,127,C1-C3-C6-C8,47.897224,10205.119,C1-C3-C6-C8-C20,"(1, 3, 6, 8, 20)",C1-C3-C6-C8-C20,14.229999482631683,13986,9889.39118385315,2001.791477203369,13927.85906791687,1-3-6-8-20,74.69800000000001,8744.91
128,128,C1-C2-C4-C7,45.4192,9883.276,C1-C2-C4-C7-C18,"(1, 2, 4, 7, 18)",C1-C2-C4-C7-C18,21.98999971151352,13985,9609.078884124756,1970.4177379608157,13605.339527130129,1-2-4-7-18,75.642,8525.03
129,129,C5-C6-C8-C9,47.4571,11003.614,C5-C6-C8-C9-C20,"(5, 6, 8, 9, 20)",C5-C6-C8-C9-C20,22.269999980926517,13986,9683.17198753357,1987.2863292694087,13713.237762451172,5-6-8-9-20,73.74,8779.83
130,130,C2-C3-C6-C10,46.55601,10764.436,C2-C3-C6-C10-C25,"(2, 3, 6, 10, 25)",C2-C3-C6-C10-C25,37.05999851226807,13986,9753.26681137085,1970.1077938079836,13767.72141456604,2-3-6-10-25,76.092,8447.31
131,131,C1-C3-C5,36.678963,8363.095,C1-C3-C5-C17-C22,"(1, 3, 5, 17, 22)",C1-C3-C5-C17-C22,27.12000012397766,13995,9715.108394622805,1975.3499031066892,13697.49927520752,1-3-5-17-22,80.308,8615.35
132,132,C7-C9-C10,45.00131,10427.463,C7-C9-C10-C16-C21,"(7, 9, 10, 16, 21)",C7-C9-C10-C16-C21,30.23999929428101,13991,9677.610158920288,1963.6032581329343,13543.160915374756,7-9-10-16-21,78.934,8432.5
133,133,C2-C7-C9,40.04725,9146.635,C2-C7-C9-C15-C25,"(2, 7, 9, 15, 25)",C2-C7-C9-C15-C25,39.70000147819519,13995,9687.676906585692,1983.3838939666748,13688.661336898804,2-7-9-15-25,81.39000000000001,8415.23
134,134,C4-C5-C8,36.433765,9422.776,C4-C5-C8-C19-C25,"(4, 5, 8, 19, 25)",C4-C5-C8-C19-C25,40.81999957561493,13991,9635.7684135437,1986.1514568328855,13741.093158721924,4-5-8-19-25,75.756,8534.55
135,135,C2-C3-C4,41.603683,9163.51,C2-C3-C4-C18-C20,"(2, 3, 4, 18, 20)",C2-C3-C4-C18-C20,10.270000249147415,13979,9705.207109451294,2005.5501461029053,13693.647384643557,2-3-4-18-20,74.21799999999999,8693.17
136,136,C3-C6-C10,39.891384,9750.803,C3-C6-C10-C16-C23,"(3, 6, 10, 16, 23)",C3-C6-C10-C16-C23,35.920000076293945,13987,9765.820503234863,2001.7173290252688,13763.837099075316,3-6-10-16-23,74.956,8461.62
137,137,C1-C4-C6,41.88752,8825.573,C1-C4-C6-C18-C20,"(1, 4, 6, 18, 20)",C1-C4-C6-C18-C20,22.619999945163727,13980,15355.955123901367,7348.401308059692,19434.481382369995,1-4-6-18-20,73.042,8750.37
138,138,C3-C5-C6-C8,46.46388,10733.053,C3-C5-C6-C8-C19,"(3, 5, 6, 8, 19)",C3-C5-C6-C8-C19,17.910000681877136,13992,9975.152730941772,2048.349380493164,14166.652917861938,3-5-6-8-19,73.33,8573.2
139,139,C1-C2-C7,36.447826,8456.426,C1-C2-C7-C21-C24,"(1, 2, 7, 21, 24)",C1-C2-C7-C21-C24,33.649998903274536,13990,9988.399267196655,2062.375068664551,14140.949010849,1-2-7-21-24,81.33000000000001,8533.11
140,140,C2-C5-C10,43.794666,9553.442,C2-C5-C10-C18-C20,"(2, 5, 10, 18, 20)",C2-C5-C10-C18-C20,31.40999972820282,13979,9896.226406097412,2007.906436920166,13978.890657424929,2-5-10-18-20,74.502,8783.22
141,141,C3-C5-C6-C10,49.644478,10699.338,C3-C5-C6-C10-C18,"(3, 5, 6, 10, 18)",C3-C5-C6-C10-C18,23.829999566078182,13986,10014.029026031494,2021.1710929870603,13974.592685699465,3-5-6-10-18,71.428,8569.01
142,142,C1-C3-C4-C7,44.849533,10290.661,C1-C3-C4-C7-C21,"(1, 3, 4, 7, 21)",C1-C3-C4-C7-C21,37.81999945640564,13995,9825.300216674805,2014.1596794128416,13901.272773742676,1-3-4-7-21,79.726,8543.65
143,143,C7-C8-C9,44.162052,10000.4,C7-C8-C9-C18-C19,"(7, 8, 9, 18, 19)",C7-C8-C9-C18-C19,31.720000505447388,13991,9839.057207107544,2011.958360671997,13842.96703338623,7-8-9-18-19,75.222,8416.74
144,144,C1-C6-C8,32.72635,8350.645,C1-C6-C8-C21-C22,"(1, 6, 8, 21, 22)",C1-C6-C8-C21-C22,17.68999993801117,13987,9774.964570999146,2002.103805541992,13871.116399765016,1-6-8-21-22,76.45,8529.05
145,145,C4-C5-C7,40.745457,9560.6,C4-C5-C7-C16-C19,"(4, 5, 7, 16, 19)",C4-C5-C7-C16-C19,27.379998564720157,13991,9717.627048492432,2006.0598850250244,13901.503086090088,4-5-7-16-19,76.21,8560.619999999999
146,146,C6-C9-C10,42.67505,10641.946,C6-C9-C10-C17-C24,"(6, 9, 10, 17, 24)",C6-C9-C10-C17-C24,18.400000035762787,13986,9736.143112182615,1981.3659191131592,13742.93065071106,6-9-10-17-24,77.11,8417.76
147,147,C8-C9-C10,43.56678,10360.166,C8-C9-C10-C21-C25,"(8, 9, 10, 21, 25)",C8-C9-C10-C21-C25,19.3900004029274,13991,9735.922813415527,1961.866855621338,13643.24164390564,8-9-10-21-25,78.47999999999999,8406.43
148,148,C5-C9-C10,44.482388,10282.175,C5-C9-C10-C21-C23,"(5, 9, 10, 21, 23)",C5-C9-C10-C21-C23,40.93999862670898,13995,9697.864532470703,1992.058038711548,13606.369018554688,5-9-10-21-23,80.44800000000001,8567.89
149,149,C6-C8-C10,39.13687,10316.324,C6-C8-C10-C22-C23,"(6, 8, 10, 22, 23)",C6-C8-C10-C22-C23,38.6900007724762,13982,9692.102670669556,1963.1309509277344,13700.32024383545,6-8-10-22-23,74.808,8450.99
150,150,C6-C8-C9-C10,44.611103,11299.532,C6-C8-C9-C10-C22,"(6, 8, 9, 10, 22)",C6-C8-C9-C10-C22,32.51999914646149,13982,9672.736167907717,1999.720573425293,13683.06279182434,6-8-9-10-22,74.244,8419.970000000001
151,151,C1-C4-C9,39.92587,8743.976,C1-C4-C9-C18-C23,"(1, 4, 9, 18, 23)",C1-C4-C9-C18-C23,35.760000348091125,13990,9593.233823776243,1977.925539016724,13632.9243183136,1-4-9-18-23,77.308,8505.04
152,152,C1-C7-C8,33.84979,8202.661,C1-C7-C8-C15-C16,"(1, 7, 8, 15, 16)",C1-C7-C8-C15-C16,16.23000055551529,13992,9620.90539932251,1959.103345870972,13554.177522659302,1-7-8-15-16,76.81,8482.07
153,153,C1-C2-C3-C5,45.08602,10322.336,C1-C2-C3-C5-C15,"(1, 2, 3, 5, 15)",C1-C2-C3-C5-C15,27.75999903678894,13995,9753.344774246216,1992.271423339844,13716.886043548584,1-2-3-5-15,79.224,8630.67
154,154,C2-C6-C10,36.595284,9375.716,C2-C6-C10-C16-C22,"(2, 6, 10, 16, 22)",C2-C6-C10-C16-C22,18.18999946117401,13977,9736.538171768188,1951.683759689331,13617.940664291382,2-6-10-16-22,74.426,8448.56
155,155,C3-C4-C7-C10,48.14579,10928.915,C3-C4-C7-C10-C15,"(3, 4, 7, 10, 15)",C3-C4-C7-C10-C15,28.49999964237213,13990,9692.010164260864,1975.8250713348389,13784.73448753357,3-4-7-10-15,77.462,8442.21
156,156,C2-C4-C7,38.14876,8900.483,C2-C4-C7-C17-C19,"(2, 4, 7, 17, 19)",C2-C4-C7-C17-C19,26.249998807907104,13990,9594.499349594116,1960.7799053192136,13631.923913955688,2-4-7-17-19,79.33,8460.0
157,157,C5-C7-C9,43.03432,10073.007,C5-C7-C9-C16-C25,"(5, 7, 9, 16, 25)",C5-C7-C9-C16-C25,32.96999931335449,13996,9585.860013961792,1952.025413513184,13576.818227767944,5-7-9-16-25,78.556,8518.61
158,158,C3-C6-C7,38.955482,9270.535,C3-C6-C7-C15-C16,"(3, 6, 7, 15, 16)",C3-C6-C7-C15-C16,13.78999948501587,13992,9842.708826065063,1992.473125457764,13847.323179244995,3-6-7-15-16,75.40599999999999,8455.82
159,159,C3-C4-C5,41.15602,8707.029,C3-C4-C5-C15-C18,"(3, 4, 5, 15, 18)",C3-C4-C5-C15-C18,23.93999993801117,13990,9750.474214553831,1974.6668338775637,13820.945978164673,3-4-5-15-18,73.848,8562.5
160,160,C4-C8-C9-C10,46.52891,11006.312,C4-C8-C9-C10-C25,"(4, 8, 9, 10, 25)",C4-C8-C9-C10-C25,34.450000524520874,13986,16151.977062225342,8410.885334014893,20203.975677490234,4-8-9-10-25,75.784,8392.86
161,161,C3-C5-C7,40.70207,9391.377,C3-C5-C7-C17-C25,"(3, 5, 7, 17, 25)",C3-C5-C7-C17-C25,38.71000111103058,14000,9745.814323425291,2139.4519805908203,13458.72187614441,3-5-7-17-25,80.066,8544.65
162,162,C1-C6-C9,38.197742,8937.31,C1-C6-C9-C16-C17,"(1, 6, 9, 16, 17)",C1-C6-C9-C16-C17,14.949999749660492,13992,10579.1757106781,2316.991090774536,14996.621370315552,1-6-9-16-17,77.25800000000001,8489.43
163,163,C3-C6-C9,42.44915,9063.509,C3-C6-C9-C17-C18,"(3, 6, 9, 17, 18)",C3-C6-C9-C17-C18,34.92000102996826,13991,11088.428735733032,2391.300678253174,15324.687004089355,3-6-9-17-18,74.49999999999999,8442.28
164,164,C2-C5-C9,39.016144,9074.966,C2-C5-C9-C17-C23,"(2, 5, 9, 17, 23)",C2-C5-C9-C17-C23,31.850001215934757,13995,10802.771091461182,2383.234739303589,15462.231159210203,2-5-9-17-23,80.638,8566.17
165,165,C4-C5-C6,38.640434,9630.824,C4-C5-C6-C16-C24,"(4, 5, 6, 16, 24)",C4-C5-C6-C16-C24,41.49999916553497,13982,11222.748517990112,2655.5633544921875,15867.883443832396,4-5-6-16-24,72.272,8568.07
166,166,C1-C2-C4-C6,44.088207,10253.819,C1-C2-C4-C6-C17,"(1, 2, 4, 6, 17)",C1-C2-C4-C6-C17,34.00999903678894,13986,11030.369520187378,2387.440919876098,15318.09425354004,1-2-4-6-17,76.44000000000001,8535.73
167,167,C1-C5-C9,38.23405,8905.765,C1-C5-C9-C16-C17,"(1, 5, 9, 16, 17)",C1-C5-C9-C16-C17,52.42000222206116,13996,11193.175554275513,2382.2407722473145,15408.340692520142,1-5-9-16-17,79.08,8588.289999999999
168,168,C2-C8-C9,36.493553,9010.4,C2-C8-C9-C17-C23,"(2, 8, 9, 17, 23)",C2-C8-C9-C17-C23,37.16000020503998,13991,10843.482255935667,2379.4913291931152,15282.855033874512,2-8-9-17-23,78.904,8441.2
169,169,C1-C5-C7,38.91059,8513.214,C1-C5-C7-C15-C25,"(1, 5, 7, 15, 25)",C1-C5-C7-C15-C25,37.4099999666214,14000,10582.732439041138,2348.371744155884,15132.418155670166,1-5-7-15-25,81.096,8594.25
170,170,C3-C6-C9-C10,48.94568,11121.941,C3-C6-C9-C10-C17,"(3, 6, 9, 10, 17)",C3-C6-C9-C10-C17,30.219998955726624,13991,10665.173292160034,2347.6245403289795,15255.7110786438,3-6-9-10-17,76.842,8433.68
171,171,C3-C8-C10,37.172127,9542.559,C3-C8-C10-C17-C22,"(3, 8, 10, 17, 22)",C3-C8-C10-C17-C22,25.529998540878296,13986,10696.44284248352,2363.548517227173,15135.91241836548,3-8-10-17-22,76.876,8418.99
172,172,C1-C3-C7,40.0548,8327.915,C1-C3-C7-C20-C23,"(1, 3, 7, 20, 23)",C1-C3-C7-C20-C23,19.439999759197235,13994,10231.39500617981,2179.857015609741,14659.265995025637,1-3-7-20-23,81.612,8754.87
173,173,C3-C6-C8,35.49955,9276.521,C3-C6-C8-C17-C24,"(3, 6, 8, 17, 24)",C3-C6-C8-C17-C24,33.469998836517334,13987,10835.526943206787,2263.5793685913086,15160.902261734009,3-6-8-17-24,74.236,8445.02
174,174,C4-C5-C10,41.81493,9827.484,C4-C5-C10-C18-C22,"(4, 5, 10, 18, 22)",C4-C5-C10-C18-C22,40.00000059604645,13980,10645.357608795166,2317.8067207336426,15110.41498184204,4-5-10-18-22,73.47,8547.25
175,175,C1-C4-C6-C7,44.13105,10619.323,C1-C4-C6-C7-C24,"(1, 4, 6, 7, 24)",C1-C4-C6-C7-C24,40.11000096797943,13986,10694.971084594728,2306.0152530670166,15053.597450256348,1-4-6-7-24,76.14200000000001,8524.380000000001
176,176,C5-C6-C10,42.068092,10196.95,C5-C6-C10-C16-C19,"(5, 6, 10, 16, 19)",C5-C6-C10-C16-C19,41.24000072479248,13987,10919.211626052856,2342.754125595093,15144.086360931396,5-6-10-16-19,73.982,8553.26
177,177,C3-C4-C8,35.25771,8946.192,C3-C4-C8-C16-C25,"(3, 4, 8, 16, 25)",C3-C4-C8-C16-C25,26.60000026226044,13987,10327.739000320436,2261.9333267211914,14800.699949264526,3-4-8-16-25,73.944,8419.210000000001
178,178,C2-C4-C5-C7,46.283768,10719.819,C2-C4-C5-C7-C15,"(2, 4, 5, 7, 15)",C2-C4-C5-C7-C15,52.2599995136261,13990,10787.787199020386,2312.714099884033,14997.753858566284,2-4-5-7-15,77.35000000000001,8578.02
179,179,C3-C4-C6-C10,47.19542,10991.088,C3-C4-C6-C10-C23,"(3, 4, 6, 10, 23)",C3-C4-C6-C10-C23,37.630000710487366,13986,10596.042394638062,2266.270875930786,15134.620904922484,3-4-6-10-23,74.99000000000001,8478.42
180,180,C7-C8-C10,44.83111,10126.822,C7-C8-C10-C18-C25,"(7, 8, 10, 18, 25)",C7-C8-C10-C18-C25,25.45999884605408,13986,10407.977104187012,2262.2015476226807,14551.215410232544,7-8-10-18-25,74.05799999999999,8402.78
181,181,C5-C6-C10,41.8811,10155.258,C5-C6-C10-C17-C22,"(5, 6, 10, 17, 22)",C5-C6-C10-C17-C22,29.249998927116398,13986,10488.947868347168,2325.913667678833,14931.1683177948,5-6-10-17-22,76.206,8555.34
182,182,C3-C4-C9-C10,51.820953,10974.062,C3-C4-C9-C10-C20,"(3, 4, 9, 10, 20)",C3-C4-C9-C10-C20,26.409998536109924,13984,10539.783000946043,2338.1712436676025,14881.249904632568,3-4-9-10-20,77.412,8655.07
183,183,C1-C4-C6-C10,45.628475,10559.479,C1-C4-C6-C10-C25,"(1, 4, 6, 10, 25)",C1-C4-C6-C10-C25,41.60999953746796,13986,10748.605728149414,2325.6208896636963,15333.650827407835,1-4-6-10-25,76.072,8494.29
184,184,C1-C3-C9,41.35451,8571.61,C1-C3-C9-C17-C20,"(1, 3, 9, 17, 20)",C1-C3-C9-C17-C20,36.559998989105225,13994,10555.90295791626,2358.635425567627,15074.92208480835,1-3-9-17-20,81.526,8712.74
185,185,C1-C3-C9,38.82662,8481.099,C1-C3-C9-C22-C23,"(1, 3, 9, 22, 23)",C1-C3-C9-C22-C23,39.93000090122223,13995,10440.000772476196,2214.483499526977,14764.581203460692,1-3-9-22-23,82.16600000000001,8502.77
186,186,C2-C6-C8,35.568542,8790.41,C2-C6-C8-C19-C25,"(2, 6, 8, 19, 25)",C2-C6-C8-C19-C25,44.26999986171722,13987,10871.474742889404,2331.83217048645,14952.651023864746,2-6-8-19-25,75.27,8441.07
187,187,C3-C6-C10,42.876865,9680.332,C3-C6-C10-C18-C25,"(3, 6, 10, 18, 25)",C3-C6-C10-C18-C25,41.359999775886536,13986,10616.392850875854,2308.290243148804,23169.522762298584,3-6-10-18-25,73.28,8430.34
188,188,C1-C2-C5-C6,45.854416,10402.705,C1-C2-C5-C6-C25,"(1, 2, 5, 6, 25)",C1-C2-C5-C6-C25,24.10999983549118,13991,11471.92406654358,2530.1506519317627,15989.047765731812,1-2-5-6-25,77.208,8628.94
189,189,C1-C2-C4,34.894978,8416.966,C1-C2-C4-C17-C24,"(1, 2, 4, 17, 24)",C1-C2-C4-C17-C24,40.459999442100525,13985,10975.57282447815,2421.875476837158,15569.881439208984,1-2-4-17-24,79.112,8508.43
190,190,C4-C5-C7-C9,48.176323,11064.877,C4-C5-C7-C9-C25,"(4, 5, 7, 9, 25)",C4-C5-C7-C9-C25,30.219998955726624,13995,10956.76064491272,2383.3956718444824,15775.497436523438,4-5-7-9-25,78.59,8535.41
191,191,C2-C3-C4,37.227802,8627.04,C2-C3-C4-C17-C25,"(2, 3, 4, 17, 25)",C2-C3-C4-C17-C25,27.64999866485596,13990,10773.431062698364,2342.766761779785,15510.775566101074,2-3-4-17-25,78.798,8443.56
192,192,C6-C9-C10,42.8633,10429.772,C6-C9-C10-C20-C22,"(6, 9, 10, 20, 22)",C6-C9-C10-C20-C22,34.86999869346619,13980,10760.631561279297,2331.2110900878906,15060.640335083008,6-9-10-20-22,77.142,8653.75
193,193,C1-C4-C5,36.041447,8491.418,C1-C4-C5-C20-C22,"(1, 4, 5, 20, 22)",C1-C4-C5-C20-C22,37.18999922275543,13984,10877.282619476318,2300.0407218933105,15635.399580001833,1-4-5-20-22,78.474,8848.119999999999
194,194,C3-C5-C10,40.172325,9579.287,C3-C5-C10-C21-C22,"(3, 5, 10, 21, 22)",C3-C5-C10-C21-C22,30.630001425743103,13990,11020.089387893677,2385.125160217285,15547.83535003662,3-5-10-21-22,78.89,8571.25
195,195,C1-C3-C4-C5,44.869034,10275.625,C1-C3-C4-C5-C23,"(1, 3, 4, 5, 23)",C1-C3-C4-C5-C23,32.48000144958496,13995,10898.370265960692,2351.128101348877,15346.140146255491,1-3-4-5-23,78.51,8648.67
196,196,C5-C8-C10,40.576965,10088.14,C5-C8-C10-C23-C25,"(5, 8, 10, 23, 25)",C5-C8-C10-C23-C25,26.71000063419342,13991,11158.324718475342,2373.542070388794,15382.06696510315,5-8-10-23-25,77.01400000000001,8532.960000000001
197,197,C5-C6-C9,42.020138,9992.755,C5-C6-C9-C24-C25,"(5, 6, 9, 24, 25)",C5-C6-C9-C24-C25,30.619999766349792,13991,10971.582651138306,2353.958368301392,15485.682964324951,5-6-9-24-25,77.012,8531.16
198,198,C1-C3-C9,39.698925,8356.009,C1-C3-C9-C15-C19,"(1, 3, 9, 15, 19)",C1-C3-C9-C15-C19,33.53999853134155,14000,10681.519269943235,2227.836847305298,15253.143310546877,1-3-9-15-19,81.77,8480.39
199,199,C1-C4-C6-C10,47.683918,10073.05,C1-C4-C6-C10-C18,"(1, 4, 6, 10, 18)",C1-C4-C6-C10-C18,22.059999406337734,13981,10860.35680770874,2369.55189704895,15289.30950164795,1-4-6-10-18,72.078,8512.29
200,200,C4-C6-C7,41.422897,9631.5205,C4-C6-C7-C20-C25,"(4, 6, 7, 20, 25)",C4-C6-C7-C20-C25,24.7299998998642,13985,10273.903608322144,2153.001308441162,14972.431659698486,4-6-7-20-25,76.41,8678.56
201,201,C1-C7-C10,42.736057,8940.127,C1-C7-C10-C19-C20,"(1, 7, 10, 19, 20)",C1-C7-C10-C19-C20,37.85000145435333,13989,10630.25164604187,2267.6172256469727,14664.119958877563,1-7-10-19-20,80.838,8717.24
202,202,C6-C8-C10,40.508923,10273.056,C6-C8-C10-C17-C25,"(6, 8, 10, 17, 25)",C6-C8-C10-C17-C25,35.120001435279846,13987,10650.33793449402,2301.230907440185,15184.99231338501,6-8-10-17-25,74.85600000000001,8413.480000000001
203,203,C1-C3-C6-C9,46.91012,10075.99,C1-C3-C6-C9-C18,"(1, 3, 6, 9, 18)",C1-C3-C6-C9-C18,33.34000110626221,13991,10864.728927612305,2369.302272796631,15352.150678634644,1-3-6-9-18,74.648,8507.2
204,204,C1-C3-C5,39.0228,8726.997,C1-C3-C5-C16-C23,"(1, 3, 5, 16, 23)",C1-C3-C5-C16-C23,24.83000010251999,13996,10694.595098495483,2328.4051418304443,15064.429521560667,1-3-5-16-23,78.47600000000001,8631.87
205,205,C2-C4-C10,38.847454,9064.284,C2-C4-C10-C21-C25,"(2, 4, 10, 21, 25)",C2-C4-C10-C21-C25,37.81999945640564,13985,10977.964639663696,2330.188274383545,15187.362670898438,2-4-10-21-25,78.696,8451.82
206,206,C2-C3-C7,41.62896,8976.916,C2-C3-C7-C15-C20,"(2, 3, 7, 15, 20)",C2-C3-C7-C15-C20,21.9200000166893,13989,10490.979194641111,2215.0561809539795,15154.167413711548,2-3-7-15-20,79.762,8685.67
207,207,C1-C4-C9,37.774666,8711.469,C1-C4-C9-C16-C19,"(1, 4, 9, 16, 19)",C1-C4-C9-C16-C19,22.059999406337734,13991,10349.470376968384,2320.204734802246,15024.967432022097,1-4-9-16-19,78.35799999999999,8481.23
208,208,C2-C6-C8,35.660717,8777.525,C2-C6-C8-C15-C17,"(2, 6, 8, 15, 17)",C2-C6-C8-C15-C17,28.49000096321106,13987,10603.057861328123,2290.325164794922,15053.328275680542,2-6-8-15-17,74.938,8452.16
209,209,C1-C3-C6,36.76823,8260.28,C1-C3-C6-C19-C22,"(1, 3, 6, 19, 22)",C1-C3-C6-C19-C22,38.06000053882599,13991,10559.340476989746,2371.2422847747803,14814.653396606443,1-3-6-19-22,78.42999999999999,8518.51
210,210,C4-C7-C9,44.67618,9800.441,C4-C7-C9-C18-C21,"(4, 7, 9, 18, 21)",C4-C7-C9-C18-C21,39.98000025749207,13990,10551.401138305664,2239.788293838501,15335.946798324583,4-7-9-18-21,76.626,8457.9
211,211,C5-C6-C8,38.826855,9703.882,C5-C6-C8-C19-C25,"(5, 6, 8, 19, 25)",C5-C6-C8-C19-C25,29.04999852180481,13992,10520.37000656128,2339.7579193115234,15170.442581176758,5-6-8-19-25,74.6,8544.77
212,212,C2-C3-C5,39.236694,9120.711,C2-C3-C5-C18-C24,"(2, 3, 5, 18, 24)",C2-C3-C5-C18-C24,18.44000071287155,13985,10720.673084259031,2330.4951190948486,15208.529949188232,2-3-5-18-24,74.57,8567.28
213,213,C3-C4-C5-C9,49.9877,10442.405,C3-C4-C5-C9-C18,"(3, 4, 5, 9, 18)",C3-C4-C5-C9-C18,28.519999980926517,13990,10556.498050689695,2296.292543411255,15165.204048156738,3-4-5-9-18,73.90599999999999,8554.859999999999
214,214,C5-C8-C9,40.27359,9803.687,C5-C8-C9-C20-C23,"(5, 8, 9, 20, 23)",C5-C8-C9-C20-C23,48.579999804496765,13990,10333.173990249634,2172.593116760254,15039.809226989746,5-8-9-20-23,77.64800000000001,8776.51
215,215,C1-C3-C4-C5,43.903072,10363.055,C1-C3-C4-C5-C22,"(1, 3, 4, 5, 22)",C1-C3-C4-C5-C22,22.21000045537949,13990,11049.674272537231,2338.064432144165,15248.436450958252,1-3-4-5-22,77.892,8629.07
216,216,C1-C3-C6-C7,44.683617,10527.312,C1-C3-C6-C7-C22,"(1, 3, 6, 7, 22)",C1-C3-C6-C7-C22,32.06000030040741,13991,10850.704908370972,2399.8732566833496,15165.210962295532,1-3-6-7-22,78.00800000000001,8527.6
