,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,Prediction_Time(s),New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Combination_Computation_Time(s),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
241,241,C3-C4-C6-C7,50.50217660733986,10813.87233667658,7.557868957519531e-05,C3-C4-C6-C7-C18,"(3, 4, 6, 7, 18)",C3-C4-C6-C7-C18,59.50000286102295,13985,8935.617923736572,1809.75604057312,12.503,3-4-6-7-18,80.94200000000001,8378.59
242,242,C2-C5-C7,45.04797764887165,8778.39251420812,7.462501525878906e-05,C2-C5-C7-C15-C21,"(2, 5, 7, 15, 21)",C2-C5-C7-C15-C21,59.85000133514404,13994,8936.42520904541,1825.549602508545,12.421,2-5-7-15-21,82.542,8524.85
243,243,C1-C5-C7,42.41739693252217,8582.115549842114,7.510185241699219e-05,C1-C5-C7-C16-C23,"(1, 5, 7, 16, 23)",C1-C5-C7-C16-C23,36.570000648498535,13996,8959.688901901245,1807.0707321166992,12.421,1-5-7-16-23,87.74600000000001,8576.27
244,244,C5-C6-C7,39.95947303925657,10375.085456018836,7.534027099609375e-05,C5-C6-C7-C16-C24,"(5, 6, 7, 16, 24)",C5-C6-C7-C16-C24,51.44000053405762,13986,8918.472290039062,1806.7238330841064,12.387,5-6-7-16-24,79.136,8519.8
245,245,C2-C3-C10,46.99289668832058,8779.97668839771,7.510185241699219e-05,C2-C3-C10-C20-C25,"(2, 3, 10, 20, 25)",C2-C3-C10-C20-C25,29.660001397132877,13982,8941.189765930176,1798.5501289367676,12.447,2-3-10-20-25,84.26599999999999,8628.89
246,246,C1-C3-C7-C8,47.76751204912295,10412.728024106056,7.462501525878906e-05,C1-C3-C7-C8-C23,"(1, 3, 7, 8, 23)",C1-C3-C7-C8-C23,41.44999980926514,13995,8918.986082077026,1810.7578754425049,12.399,1-3-7-8-23,89.21200000000002,8437.779999999999
247,247,C1-C4-C6-C10,48.9983570066816,10200.240696154196,8.487701416015625e-05,C1-C4-C6-C10-C23,"(1, 4, 6, 10, 23)",C1-C4-C6-C10-C23,40.34000039100647,13985,8887.134075164795,1793.9019203186035,12.4,1-4-6-10-23,84.672,8466.42
248,248,C5-C7-C10,45.00839312532951,10679.836695123751,9.965896606445312e-05,C5-C7-C10-C16-C24,"(5, 7, 10, 16, 24)",C5-C7-C10-C16-C24,43.950000405311584,13986,8892.409324645996,1799.7028827667236,12.36,5-7-10-16-24,84.158,8562.99
249,249,C6-C7-C8,46.73753810796151,9997.704355677,7.390975952148438e-05,C6-C7-C8-C16-C19,"(6, 7, 8, 16, 19)",C6-C7-C8-C16-C19,50.16000270843506,13986,8951.38430595398,1806.069612503052,12.4,6-7-8-16-19,83.19200000000001,8418.67
250,250,C3-C5-C10,45.93987651036708,9552.611946273712,7.43865966796875e-05,C3-C5-C10-C16-C17,"(3, 5, 10, 16, 17)",C3-C5-C10-C16-C17,34.83000099658966,13991,8958.967208862305,1808.2315921783447,12.45,3-5-10-16-17,88.00800000000001,8590.7
251,251,C1-C4-C5-C8,48.7258283398539,10396.774197241028,7.390975952148438e-05,C1-C4-C5-C8-C17,"(1, 4, 5, 8, 17)",C1-C4-C5-C8-C17,59.68999862670898,13990,8951.900243759155,1801.952600479126,12.411,1-4-5-8-17,89.188,8567.47
252,252,C2-C4-C5-C6,54.24995059658406,10240.48639269597,7.367134094238281e-05,C2-C4-C5-C6-C15,"(2, 4, 5, 6, 15)",C2-C4-C5-C6-C15,40.41999876499176,13984,8902.22144126892,1798.470973968506,12.445,2-4-5-6-15,77.926,8507.29
253,253,C4-C6-C8-C9,48.58292597998543,10925.751117430193,7.343292236328125e-05,C4-C6-C8-C9-C15,"(4, 6, 8, 9, 15)",C4-C6-C8-C9-C15,49.2900013923645,13985,8905.553817749023,1791.32080078125,12.411,4-6-8-9-15,84.75399999999999,8387.369999999999
254,254,C1-C2-C4-C5,41.22324591155808,10785.887656866633,7.534027099609375e-05,C1-C2-C4-C5-C24,"(1, 2, 4, 5, 24)",C1-C2-C4-C5-C24,28.81999909877777,13984,8888.953685760498,1793.771266937256,12.355,1-2-4-5-24,82.52799999999999,8530.31
255,255,C1-C7-C8,44.61481080654712,8945.509405050301,7.295608520507812e-05,C1-C7-C8-C16-C22,"(1, 7, 8, 16, 22)",C1-C7-C8-C16-C22,40.25999903678894,13986,9379.851818084717,2028.1262397766116,21.294,1-7-8-16-22,86.74000000000001,8455.0
256,256,C1-C5-C6,38.76772120545897,8656.818083930943,7.319450378417969e-05,C1-C5-C6-C20-C23,"(1, 5, 6, 20, 23)",C1-C5-C6-C20-C23,43.68000030517578,13988,9371.097326278688,1886.8649005889893,12.953,1-5-6-20-23,83.08400000000002,8780.84
257,257,C1-C2-C3-C10,45.88023131340874,10023.35203391101,7.343292236328125e-05,C1-C2-C3-C10-C23,"(1, 2, 3, 10, 23)",C1-C2-C3-C10-C23,49.84000027179718,13989,9397.547006607056,1894.179105758667,12.92,1-2-3-10-23,86.02000000000001,8474.44
258,258,C3-C4-C5,43.75050879158122,9137.608656929957,7.319450378417969e-05,C3-C4-C5-C15-C23,"(3, 4, 5, 15, 23)",C3-C4-C5-C15-C23,61.479997634887695,13995,9339.303255081177,1885.9624862670896,12.954,3-4-5-15-23,88.576,8513.43
259,259,C1-C4-C5-C8,48.7843998902317,10390.923601605547,9.679794311523438e-05,C1-C4-C5-C8-C15,"(1, 4, 5, 8, 15)",C1-C4-C5-C8-C15,45.62999904155731,13990,9290.396213531494,1893.3515548706052,12.916,1-4-5-8-15,89.08,8547.54
260,260,C3-C4-C5,44.05471829135438,9484.3360166725,7.987022399902344e-05,C3-C4-C5-C17-C20,"(3, 4, 5, 17, 20)",C3-C4-C5-C17-C20,32.580000162124634,13988,9246.4017868042,1874.0906715393064,12.981,3-4-5-17-20,87.146,8741.98
261,261,C3-C7-C9-C10,51.73327758831387,10776.51207885924,7.43865966796875e-05,C3-C7-C9-C10-C18,"(3, 7, 9, 10, 18)",C3-C7-C9-C10-C18,59.11999940872192,13990,9179.32653427124,1872.265577316284,12.829,3-7-9-10-18,86.64600000000002,8432.199999999999
262,262,C2-C4-C6,46.64990789994067,8880.93647512494,7.367134094238281e-05,C2-C4-C6-C21-C22,"(2, 4, 6, 21, 22)",C2-C4-C6-C21-C22,41.46000146865845,13979,9275.7728099823,1880.2387714385984,12.886,2-4-6-21-22,77.602,8400.380000000001
263,263,C3-C6-C9,40.89029984811605,9702.832777248204,8.058547973632812e-05,C3-C6-C9-C19-C20,"(3, 6, 9, 19, 20)",C3-C6-C9-C19-C20,36.329999566078186,13988,9258.426189422607,1874.353647232056,12.782,3-6-9-19-20,84.01199999999999,8612.16
264,264,C3-C6-C7,41.849685656017606,9347.32922436001,7.390975952148438e-05,C3-C6-C7-C16-C21,"(3, 6, 7, 16, 21)",C3-C6-C7-C16-C21,48.48000109195709,13991,9187.359094619753,1861.9325160980225,12.732,3-6-7-16-21,82.746,8410.42
265,265,C1-C4-C7-C8,49.33951646646468,10695.23669037653,7.390975952148438e-05,C1-C4-C7-C8-C20,"(1, 4, 7, 8, 20)",C1-C4-C7-C8-C20,38.58000040054321,13983,9149.29223060608,1858.0243587493896,12.707,1-4-7-8-20,87.53800000000001,8640.33
266,266,C1-C4-C6-C8,48.026496251396274,10660.321922795103,7.343292236328125e-05,C1-C4-C6-C8-C20,"(1, 4, 6, 8, 20)",C1-C4-C6-C8-C20,36.399999260902405,13978,9149.67918395996,1863.0290031433103,12.759,1-4-6-8-20,83.98400000000001,8641.44
267,267,C3-C4-C10,45.151737332059966,9405.02241484228,7.43865966796875e-05,C3-C4-C10-C20-C23,"(3, 4, 10, 20, 23)",C3-C4-C10-C20-C23,39.899998903274536,13983,9283.67280960083,2019.81258392334,12.868,3-4-10-20-23,88.502,8650.519999999999
268,268,C4-C5-C7,40.62190472062339,10089.892144952611,7.343292236328125e-05,C4-C5-C7-C18-C24,"(4, 5, 7, 18, 24)",C4-C5-C7-C18-C24,46.72999978065491,13985,9062.761306762695,1835.2482318878172,12.567,4-5-7-18-24,83.662,8497.650000000001
269,269,C1-C3-C6-C10,45.18831151576669,10770.97076581242,7.915496826171875e-05,C1-C3-C6-C10-C24,"(1, 3, 6, 10, 24)",C1-C3-C6-C10-C24,44.85999941825867,13985,9059.555530548096,1824.3913650512693,12.557,1-3-6-10-24,82.69200000000001,8448.630000000001
270,270,C3-C4-C5,45.409028476264,9169.97543946411,9.942054748535156e-05,C3-C4-C5-C16-C25,"(3, 4, 5, 16, 25)",C3-C4-C5-C16-C25,60.19999980926514,13991,9030.208587646484,1833.3098888397217,12.583,3-4-5-16-25,88.19,8500.29
271,271,C2-C4-C6-C8,52.04404046163819,10381.492880190874,8.058547973632812e-05,C2-C4-C6-C8-C15,"(2, 4, 6, 8, 15)",C2-C4-C6-C8-C15,49.52000081539154,13979,9069.866180419922,1839.3850326538088,12.65,2-4-6-8-15,80.016,8387.89
272,272,C1-C5-C10,40.196521816007696,9216.313283740648,7.557868957519531e-05,C1-C5-C10-C17-C24,"(1, 5, 10, 17, 24)",C1-C5-C10-C17-C24,52.5600016117096,13990,8977.322340011597,1819.2954063415527,12.523,1-5-10-17-24,87.412,8597.21
273,273,C3-C4-C5-C7,51.46845440040644,10771.68283502817,7.534027099609375e-05,C3-C4-C5-C7-C25,"(3, 4, 5, 7, 25)",C3-C4-C5-C7-C25,51.92000269889832,13995,8970.080137252808,1808.4654808044436,12.521,3-4-5-7-25,85.716,8483.01
274,274,C2-C6-C8,43.46051685018021,8818.095767450017,7.414817810058594e-05,C2-C6-C8-C23-C25,"(2, 6, 8, 23, 25)",C2-C6-C8-C23-C25,56.25,13984,8983.139753341675,1815.096139907837,12.451,2-6-8-23-25,81.24999999999999,8389.59
275,275,C5-C8-C9-C10,50.9640056839546,10941.799647103378,7.367134094238281e-05,C5-C8-C9-C10-C25,"(5, 8, 9, 10, 25)",C5-C8-C9-C10-C25,29.899999499320984,13990,8985.592603683472,1821.5458393096924,12.433,5-8-9-10-25,88.334,8550.24
276,276,C1-C2-C5-C7,45.38829883843993,10274.51227252743,7.343292236328125e-05,C1-C2-C5-C7-C18,"(1, 2, 5, 7, 18)",C1-C2-C5-C7-C18,55.44000267982483,13989,8972.941637039185,1818.9384937286377,12.467,1-2-5-7-18,81.75800000000001,8554.05
277,277,C3-C4-C6-C10,50.717529464344445,10575.151731480784,7.295608520507812e-05,C3-C4-C6-C10-C15,"(3, 4, 6, 10, 15)",C3-C4-C6-C10-C15,49.50999915599823,13985,8931.241273880005,1817.7378177642825,12.463,3-4-6-10-15,83.35799999999999,8416.619999999999
278,278,C1-C6-C10,41.204556202237015,8861.580539784654,7.271766662597656e-05,C1-C6-C10-C19-C22,"(1, 6, 10, 19, 22)",C1-C6-C10-C19-C22,57.35999941825867,13985,8863.24143409729,1785.426139831543,12.342,1-6-10-19-22,82.61600000000001,8478.960000000001
279,279,C4-C7-C10,46.07707202571904,9899.541898099527,7.367134094238281e-05,C4-C7-C10-C22-C25,"(4, 7, 10, 22, 25)",C4-C7-C10-C22-C25,44.15999948978424,13985,8938.060998916626,1796.3526248931885,12.427,4-7-10-22-25,84.914,8409.27
280,280,C2-C4-C7,47.11599439818821,8594.983144054026,7.414817810058594e-05,C2-C4-C7-C15-C19,"(2, 4, 7, 15, 19)",C2-C4-C7-C15-C19,31.630000472068787,13989,8960.734128952026,1814.804553985596,12.442,2-4-7-15-19,84.006,8382.61
281,281,C1-C6-C9-C10,48.08332106137576,10282.37740068323,7.367134094238281e-05,C1-C6-C9-C10-C18,"(1, 6, 9, 10, 18)",C1-C6-C9-C10-C18,46.23000025749207,13985,8931.406259536743,1793.5998439788818,12.366,1-6-9-10-18,84.182,8468.84
282,282,C2-C5-C8,46.88298005493392,8812.397415569421,0.0001049041748046,C2-C5-C8-C23-C25,"(2, 5, 8, 23, 25)",C2-C5-C8-C23-C25,41.51999950408936,13989,8923.27904701233,1809.7219467163088,12.335,2-5-8-23-25,85.03200000000001,8518.58
283,283,C3-C5-C7,42.40568179656463,9299.48812285022,7.724761962890625e-05,C3-C5-C7-C18-C23,"(3, 5, 7, 18, 23)",C3-C5-C7-C18-C23,30.03000020980835,13995,8935.959577560425,1805.6461811065676,12.466,3-5-7-18-23,85.91400000000002,8527.58
284,284,C1-C3-C9,42.62155495921977,8347.805218459029,7.486343383789062e-05,C1-C3-C9-C21-C23,"(1, 3, 9, 21, 23)",C1-C3-C9-C21-C23,70.50999999046326,14000,8847.88990020752,1790.8642292022705,12.375,1-3-9-21-23,92.066,8440.41
285,285,C3-C7-C10,42.04762479136798,10017.17836983505,7.43865966796875e-05,C3-C7-C10-C18-C24,"(3, 7, 10, 18, 24)",C3-C7-C10-C18-C24,49.57000017166138,13985,8930.863618850708,1794.6712970733645,12.42,3-7-10-18-24,85.038,8417.919999999998
286,286,C1-C5-C6,39.00072316048348,8646.960600494707,7.557868957519531e-05,C1-C5-C6-C20-C25,"(1, 5, 6, 20, 25)",C1-C5-C6-C20-C25,40.41999876499176,13988,8984.944105148315,1810.6029033660889,12.505,1-5-6-20-25,82.90400000000001,8748.27
287,287,C6-C7-C10,48.68697885127843,10173.472767613588,7.414817810058594e-05,C6-C7-C10-C16-C18,"(6, 7, 10, 16, 18)",C6-C7-C10-C16-C18,37.36000061035156,13981,8946.813344955444,1796.6601848602295,12.402,6-7-10-16-18,81.32000000000001,8449.86
288,288,C1-C2-C6-C10,41.596899698041874,10696.26463541442,7.390975952148438e-05,C1-C2-C6-C10-C24,"(1, 2, 6, 10, 24)",C1-C2-C6-C10-C24,53.49000096321106,13979,8988.357782363892,1822.197437286377,12.481,1-2-6-10-24,78.5,8453.5
289,289,C3-C6-C8-C9,48.573923866348686,10878.330184708486,7.367134094238281e-05,C3-C6-C8-C9-C23,"(3, 6, 8, 9, 23)",C3-C6-C8-C9-C23,51.419997215271,13990,8950.438499450684,1808.812379837036,12.527,3-6-8-9-23,85.114,8407.71
290,290,C1-C4-C5-C9,50.3176910895255,10805.603223123964,7.367134094238281e-05,C1-C4-C5-C9-C20,"(1, 4, 5, 9, 20)",C1-C4-C5-C9-C20,43.32000017166138,13988,8914.979219436646,1797.919511795044,12.439,1-4-5-9-20,87.84400000000001,8762.27
291,291,C1-C5-C7,38.72478153635268,9302.449084067232,7.367134094238281e-05,C1-C5-C7-C20-C24,"(1, 5, 7, 20, 24)",C1-C5-C7-C20-C24,32.109999656677246,13988,8939.213514328003,1798.743486404419,12.437,1-5-7-20-24,84.522,8755.869999999999
292,292,C1-C5-C9,41.39677197543119,8570.234543112632,7.414817810058594e-05,C1-C5-C9-C15-C18,"(1, 5, 9, 15, 18)",C1-C5-C9-C15-C18,45.4800009727478,13995,9005.109786987305,1813.642263412476,12.492,1-5-9-15-18,89.176,8551.380000000001
293,293,C1-C3-C6,40.82065734972901,8699.04474744078,0.0001001358032226,C1-C3-C6-C15-C20,"(1, 3, 6, 15, 20)",C1-C3-C6-C15-C20,58.84000062942505,13988,8970.786571502686,1813.3294582366943,12.476,1-3-6-15-20,84.482,8634.66
294,294,C4-C6-C10,44.82551394797602,9630.141179370525,7.987022399902344e-05,C4-C6-C10-C15-C18,"(4, 6, 10, 15, 18)",C4-C6-C10-C15-C18,38.94000053405762,13980,8958.291292190552,1813.2295608520508,12.478,4-6-10-15-18,83.24000000000001,8422.55
295,295,C2-C3-C5,47.29558243583138,8649.406090730621,7.510185241699219e-05,C2-C3-C5-C18-C20,"(2, 3, 5, 18, 20)",C2-C3-C5-C18-C20,29.4299989938736,13982,8905.710697174072,1809.2951774597168,12.463,2-3-5-18-20,82.03399999999999,8739.26
296,296,C1-C4-C8,44.25362783803716,8837.922819291634,7.796287536621094e-05,C1-C4-C8-C15-C20,"(1, 4, 8, 15, 20)",C1-C4-C8-C15-C20,33.6899995803833,13983,8898.720026016235,1802.0334243774412,12.394,1-4-8-15-20,90.218,8638.18
297,297,C1-C6-C7-C10,46.96586557095079,10306.514629065645,7.510185241699219e-05,C1-C6-C7-C10-C15,"(1, 6, 7, 10, 15)",C1-C6-C7-C10-C15,60.3600025177002,13990,19396.64363861084,11587.05186843872,23.069,1-6-7-10-15,82.73400000000001,8460.029999999999
298,298,C6-C7-C8,45.85873360533861,10023.27291510926,7.343292236328125e-05,C6-C7-C8-C19-C23,"(6, 7, 8, 19, 23)",C6-C7-C8-C19-C23,38.85999917984009,13990,9514.725685119629,1930.4981231689453,13.145,6-7-8-19-23,83.622,8413.51
299,299,C2-C3-C9,47.17167536161843,8835.021197175933,7.390975952148438e-05,C2-C3-C9-C17-C20,"(2, 3, 9, 17, 20)",C2-C3-C9-C17-C20,57.6200008392334,13987,9373.51942062378,1899.559497833252,12.973,2-3-9-17-20,85.258,8625.36
300,300,C3-C5-C7,43.0893014802572,9710.716486334715,7.343292236328125e-05,C3-C5-C7-C19-C20,"(3, 5, 7, 19, 20)",C3-C5-C7-C19-C20,50.23999810218811,13993,9299.981355667114,1903.8677215576167,13.014,3-5-7-19-20,85.398,8738.61
301,301,C4-C6-C7-C9,48.3026959636474,10981.541860361289,7.343292236328125e-05,C4-C6-C7-C9-C15,"(4, 6, 7, 9, 15)",C4-C6-C7-C9-C15,31.49999976158142,13990,9228.75165939331,1878.446102142334,12.911,4-6-7-9-15,82.43599999999999,8376.669999999998
302,302,C1-C2-C4-C9,44.51828997895752,10308.439853241563,7.343292236328125e-05,C1-C2-C4-C9-C19,"(1, 2, 4, 9, 19)",C1-C2-C4-C9-C19,48.06999862194061,13989,9343.51921081543,1878.406286239624,12.913,1-2-4-9-19,86.66199999999999,8421.019999999999
303,303,C3-C5-C10,45.28288326187164,9629.522614193203,7.390975952148438e-05,C3-C5-C10-C18-C20,"(3, 5, 10, 18, 20)",C3-C5-C10-C18-C20,51.42999887466431,13983,9357.126474380491,1918.2746410369875,12.923,3-5-10-18-20,85.84400000000001,8780.5
304,304,C1-C4-C5-C9,46.5779405437658,10972.99702977227,7.390975952148438e-05,C1-C4-C5-C9-C24,"(1, 4, 5, 9, 24)",C1-C4-C5-C9-C24,28.110000491142277,13990,9329.694032669067,1877.5088787078855,12.876,1-4-5-9-24,87.26599999999999,8529.79
305,305,C2-C4-C8,45.440374827005535,9137.847212104927,0.0001022815704345,C2-C4-C8-C21-C24,"(2, 4, 8, 21, 24)",C2-C4-C8-C21-C24,36.50000095367432,13979,9226.766109466553,1864.0618324279783,12.786,2-4-8-21-24,84.454,8387.98
306,306,C6-C9-C10,49.70182263447426,10213.98938611287,7.581710815429688e-05,C6-C9-C10-C16-C21,"(6, 9, 10, 16, 21)",C6-C9-C10-C16-C21,62.20999956130981,13986,9207.126379013062,1869.0602779388428,12.799,6-9-10-16-21,84.76,8459.07
307,307,C2-C6-C9,44.96952298970442,8697.414420616837,7.43865966796875e-05,C2-C6-C9-C15-C16,"(2, 6, 9, 15, 16)",C2-C6-C9-C15-C16,40.299999713897705,13985,9187.310695648192,1855.720043182373,12.714,2-6-9-15-16,80.854,8404.890000000001
308,308,C4-C5-C6,42.40648703150002,9501.649847788824,7.390975952148438e-05,C4-C5-C6-C18-C23,"(4, 5, 6, 18, 23)",C4-C5-C6-C18-C23,38.90999853610992,13985,9266.27254486084,1875.1046657562256,12.848,4-5-6-18-23,82.224,8522.619999999999
309,309,C3-C6-C8,41.08928785358741,9458.878942824524,7.748603820800781e-05,C3-C6-C8-C20-C21,"(3, 6, 8, 20, 21)",C3-C6-C8-C20-C21,52.20000147819519,13983,9195.28579711914,1850.669860839844,12.733,3-6-8-20-21,83.956,8624.58
310,310,C3-C6-C7-C9,48.1779258427601,10904.839778373682,7.43865966796875e-05,C3-C6-C7-C9-C19,"(3, 6, 7, 9, 19)",C3-C6-C7-C9-C19,67.98999905586243,13995,9163.049936294556,1852.8602123260496,12.719,3-6-7-9-19,82.646,8391.42
311,311,C5-C6-C9,43.1505695353161,9874.820868861774,8.106231689453125e-05,C5-C6-C9-C17-C18,"(5, 6, 9, 17, 18)",C5-C6-C9-C17-C18,66.64000153541565,13990,9118.878602981567,1867.0415878295896,12.731,5-6-9-17-18,82.79,8538.7
312,312,C4-C5-C6-C9,49.07889288845108,11041.011627573764,7.462501525878906e-05,C4-C5-C6-C9-C23,"(4, 5, 6, 9, 23)",C4-C5-C6-C9-C23,45.500001311302185,13990,9108.26587677002,1844.6078300476076,12.804,4-5-6-9-23,82.888,8521.039999999999
313,313,C1-C7-C9,42.59472618293631,8524.886283242835,7.390975952148438e-05,C1-C7-C9-C18-C19,"(1, 7, 9, 18, 19)",C1-C7-C9-C18-C19,44.85999941825867,13995,9086.108922958374,1829.1304111480715,12.583,1-7-9-18-19,89.022,8429.96
314,314,C2-C5-C7-C8,51.96535042610523,10560.544722400093,7.367134094238281e-05,C2-C5-C7-C8-C17,"(2, 5, 7, 8, 17)",C2-C5-C7-C8-C17,48.66000115871429,13989,9050.956964492798,1828.0000686645508,12.584,2-5-7-8-17,82.192,8544.689999999999
315,315,C1-C2-C3-C7,44.86728705877847,10222.338217852095,7.43865966796875e-05,C1-C2-C3-C7-C23,"(1, 2, 3, 7, 23)",C1-C2-C3-C7-C23,39.80000019073486,13994,9080.553531646729,1843.768119812012,12.554,1-2-3-7-23,84.55199999999999,8430.14
316,316,C5-C6-C8,42.49925009605776,10203.442010700768,9.965896606445312e-05,C5-C6-C8-C19-C20,"(5, 6, 8, 19, 20)",C5-C6-C8-C19-C20,49.480000138282776,13983,9010.6999874115,1818.939447402954,12.523,5-6-8-19-20,82.31199999999998,8752.23
317,317,C2-C5-C6,45.29374360997468,8663.902213611891,7.581710815429688e-05,C2-C5-C6-C15-C18,"(2, 5, 6, 15, 18)",C2-C5-C6-C15-C18,47.4700003862381,13984,9046.563863754272,1829.575061798096,12.633,2-5-6-15-18,77.944,8519.29
318,318,C2-C3-C4,44.99800352995793,8695.543740463336,7.367134094238281e-05,C2-C3-C4-C20-C23,"(2, 3, 4, 20, 23)",C2-C3-C4-C20-C23,45.05999982357025,13982,8936.11216545105,1809.4608783721924,12.459,2-3-4-20-23,84.69200000000001,8609.28
319,319,C2-C3-C4,47.92983915327915,8506.047617038234,7.486343383789062e-05,C2-C3-C4-C22-C23,"(2, 3, 4, 22, 23)",C2-C3-C4-C22-C23,48.48999977111816,13984,9023.573875427246,1822.3094940185547,12.536,2-3-4-22-23,83.13399999999999,8398.79
320,320,C1-C2-C7,38.83699618636267,8338.127550481317,7.414817810058594e-05,C1-C2-C7-C15-C17,"(1, 2, 7, 15, 17)",C1-C2-C7-C15-C17,48.1799989938736,13994,9050.451517105104,1819.359540939331,12.495,1-2-7-15-17,85.26599999999999,8435.46
321,321,C1-C5-C10,43.88377310868447,8520.636045188212,7.414817810058594e-05,C1-C5-C10-C18-C23,"(1, 5, 10, 18, 23)",C1-C5-C10-C18-C23,68.2099997997284,13990,8998.005628585815,1815.5527114868164,12.469,1-5-10-18-23,88.47200000000001,8607.41
322,322,C4-C6-C7,41.52629504714229,9468.814346292787,7.367134094238281e-05,C4-C6-C7-C18-C25,"(4, 6, 7, 18, 25)",C4-C6-C7-C18-C25,40.88999927043915,13985,8979.340314865112,1832.2067260742188,12.49,4-6-7-18-25,81.816,8359.949999999999
323,323,C1-C3-C5,39.95932850990919,9073.133426737058,7.319450378417969e-05,C1-C3-C5-C20-C24,"(1, 3, 5, 20, 24)",C1-C3-C5-C20-C24,29.440000653266907,13988,8928.492307662964,1806.7760467529297,12.516,1-3-5-20-24,86.372,8754.060000000001
324,324,C1-C4-C7-C10,51.30459115575809,10226.610033761744,7.390975952148438e-05,C1-C4-C7-C10-C17,"(1, 4, 7, 10, 17)",C1-C4-C7-C10-C17,41.87000095844269,13990,8888.607263565063,1807.450532913208,12.418,1-4-7-10-17,88.11,8470.97
325,325,C1-C6-C10,40.84509932707576,8591.926281259133,7.486343383789062e-05,C1-C6-C10-C17-C19,"(1, 6, 10, 17, 19)",C1-C6-C10-C17-C19,36.28000020980835,13990,8932.916402816772,1799.651861190796,12.388,1-6-10-17-19,85.596,8486.49
326,326,C3-C8-C9-C10,51.24495008820968,10759.776654134495,7.343292236328125e-05,C3-C8-C9-C10-C25,"(3, 8, 9, 10, 25)",C3-C8-C9-C10-C25,51.96999907493591,13990,8980.062007904053,1822.0527172088623,12.425,3-8-9-10-25,89.956,8418.33
327,327,C1-C5-C9,41.21997541889739,8569.914471596461,7.295608520507812e-05,C1-C5-C9-C22-C23,"(1, 5, 9, 22, 23)",C1-C5-C9-C22-C23,49.25999939441681,13995,8976.31812095642,1818.6297416687007,12.421,1-5-9-22-23,87.476,8571.78
328,328,C1-C4-C9,43.40714835630805,8408.078161386242,9.465217590332033e-05,C1-C4-C9-C17-C25,"(1, 4, 9, 17, 25)",C1-C4-C9-C17-C25,48.64000082015991,13995,8927.740335464478,1815.0877952575684,12.388,1-4-9-17-25,91.762,8408.76
329,329,C1-C2-C5,38.81980958225434,8325.338475686294,7.486343383789062e-05,C1-C2-C5-C15-C25,"(1, 2, 5, 15, 25)",C1-C2-C5-C15-C25,58.92000198364258,13994,8940.182447433472,1800.495147705078,12.447,1-2-5-15-25,85.42999999999999,8527.33
330,330,C3-C4-C5,45.20790969527128,9336.568467937126,7.534027099609375e-05,C3-C4-C5-C18-C20,"(3, 4, 5, 18, 20)",C3-C4-C5-C18-C20,28.439998626708984,13983,8925.050497055054,1813.9188289642332,12.44,3-4-5-18-20,86.09,8728.32
331,331,C4-C6-C7-C9,48.45568234255299,10987.607635162132,7.414817810058594e-05,C4-C6-C7-C9-C17,"(4, 6, 7, 9, 17)",C4-C6-C7-C9-C17,40.709999203681946,13990,8948.781251907349,1796.0443496704102,12.473,4-6-7-9-17,82.544,8396.599999999999
332,332,C1-C3-C7-C9,49.77357113192311,10419.371605913622,7.414817810058594e-05,C1-C3-C7-C9-C15,"(1, 3, 7, 9, 15)",C1-C3-C7-C9-C15,45.649999380111694,14000,8945.47414779663,1807.365655899048,12.408,1-3-7-9-15,89.066,8415.349999999999
333,333,C2-C7-C8-C10,54.92256127341628,10323.277026109166,7.390975952148438e-05,C2-C7-C8-C10-C19,"(2, 7, 8, 10, 19)",C2-C7-C8-C10-C19,53.22999954223633,13984,9020.81847190857,1820.6281661987305,12.448,2-7-8-10-19,83.398,8447.64
334,334,C3-C5-C9,42.36797615453842,9973.498797420349,7.343292236328125e-05,C3-C5-C9-C16-C24,"(3, 5, 9, 16, 24)",C3-C5-C9-C16-C24,58.410000801086426,13991,8918.867349624634,1799.081563949585,12.453,3-5-9-16-24,86.936,8519.42
335,335,C5-C6-C9-C10,49.06225962527272,10914.11705726375,7.319450378417969e-05,C5-C6-C9-C10-C19,"(5, 6, 9, 10, 19)",C5-C6-C9-C10-C19,42.64000058174133,13990,8971.960306167603,1813.1279945373533,12.527,5-6-9-10-19,82.492,8567.63
336,336,C2-C9-C10,45.65067328626177,9482.82976251494,7.390975952148438e-05,C2-C9-C10-C18-C24,"(2, 9, 10, 18, 24)",C2-C9-C10-C18-C24,50.30999779701233,13979,8982.50150680542,1819.7662830352783,12.416,2-9-10-18-24,83.242,8425.330000000002
337,337,C1-C5-C10,42.70518789843309,8740.412492443738,7.343292236328125e-05,C1-C5-C10-C20-C23,"(1, 5, 10, 20, 23)",C1-C5-C10-C20-C23,55.04000186920166,13988,9038.496494293213,1814.5782947540283,12.529,1-5-10-20-23,88.10600000000002,8824.029999999999
