,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,Prediction_Time(s),New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Combination_Computation_Time(s),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
338,338,C1-C4-C10,44.26914616053574,8546.055957174758,7.343292236328125e-05,C1-C4-C10-C20-C23,"(1, 4, 10, 20, 23)",C1-C4-C10-C20-C23,32.339999079704285,13983,9021.177053451538,1825.6080150604248,12.507,1-4-10-20-23,89.59200000000001,8686.05
339,339,C1-C4-C5-C10,51.17896211760637,10200.260475854631,8.177757263183594e-05,C1-C4-C5-C10-C15,"(1, 4, 5, 10, 15)",C1-C4-C5-C10-C15,44.13000047206879,13990,9000.738143920898,1812.835931777954,12.478,1-4-5-10-15,88.22999999999999,8581.14
340,340,C1-C5-C6-C9,48.18796856769798,10587.490668244638,7.963180541992188e-05,C1-C5-C6-C9-C18,"(1, 5, 6, 9, 18)",C1-C5-C6-C9-C18,50.83000063896179,13990,8872.276544570923,1799.6399402618408,12.406,1-5-6-9-18,82.94200000000001,8554.64
341,341,C2-C3-C4-C8,54.0552365303852,10247.065240938467,7.390975952148438e-05,C2-C3-C4-C8-C16,"(2, 3, 4, 8, 16)",C2-C3-C4-C8-C16,43.86000037193298,13980,8901.068687438965,1788.0854606628418,12.444,2-3-4-8-16,85.214,8404.4
342,342,C3-C4-C7-C8,51.14912713089743,10834.527738397126,7.367134094238281e-05,C3-C4-C7-C8-C21,"(3, 4, 7, 8, 21)",C3-C4-C7-C8-C21,52.86999940872192,13990,8948.25530052185,1816.083669662476,12.482,3-4-7-8-21,87.858,8394.849999999999
343,343,C4-C6-C7-C8,49.414312468438254,10861.43232668621,7.390975952148438e-05,C4-C6-C7-C8-C16,"(4, 6, 7, 8, 16)",C4-C6-C7-C8-C16,51.33000016212464,13981,8993.565082550049,1819.8421001434328,12.504,4-6-7-8-16,82.152,8404.259999999998
344,344,C2-C4-C10,51.401120242167536,8872.589441540298,7.343292236328125e-05,C2-C4-C10-C17-C22,"(2, 4, 10, 17, 22)",C2-C4-C10-C17-C22,46.959999203681946,13979,9021.709442138672,1821.472406387329,12.479,2-4-10-17-22,82.636,8450.560000000001
345,345,C5-C7-C8,47.80449917382219,9978.519245022311,9.942054748535156e-05,C5-C7-C8-C16-C18,"(5, 7, 8, 16, 18)",C5-C7-C8-C16-C18,71.17000222206116,13986,21069.03982162476,13162.70399093628,24.755,5-7-8-16-18,85.95200000000001,8545.25
346,346,C5-C6-C9,42.17377826458019,10023.911859371878,7.772445678710938e-05,C5-C6-C9-C22-C25,"(5, 6, 9, 22, 25)",C5-C6-C9-C22-C25,37.54999935626984,13990,9629.62532043457,1945.4646110534668,13.267,5-6-9-22-25,80.80199999999999,8506.6
347,347,C2-C3-C4-C10,50.37806306263066,10755.516825922085,8.368492126464844e-05,C2-C3-C4-C10-C24,"(2, 3, 4, 10, 24)",C2-C3-C4-C10-C24,57.02000260353088,13979,9486.444234848022,1908.497095108032,13.122,2-3-4-10-24,82.678,8408.98
348,348,C1-C6-C10,42.29733020953958,8719.9387043363,0.0001256465911865,C1-C6-C10-C18-C20,"(1, 6, 10, 18, 20)",C1-C6-C10-C18-C20,33.12999904155731,13978,9469.08974647522,1915.5097007751465,13.11,1-6-10-18-20,83.152,8687.04
349,349,C3-C6-C7-C9,48.42069798166743,10908.85445817764,8.082389831542969e-05,C3-C6-C7-C9-C21,"(3, 6, 7, 9, 21)",C3-C6-C7-C9-C21,30.489999055862427,13995,9372.411727905272,1904.1783809661863,13.074,3-6-7-9-21,82.66799999999999,8395.68
350,350,C3-C5-C10,44.042664543782976,9549.260186126843,0.0001051425933837,C3-C5-C10-C22-C25,"(3, 5, 10, 22, 25)",C3-C5-C10-C22-C25,30.03000020980835,13990,9337.02278137207,1892.9109573364256,13.018,3-5-10-22-25,85.278,8545.44
351,351,C2-C8-C10,44.34505297377917,9670.172895516656,7.748603820800781e-05,C2-C8-C10-C21-C24,"(2, 8, 10, 21, 24)",C2-C8-C10-C21-C24,49.18999969959259,13979,9337.925672531128,1888.3955478668213,12.821,2-8-10-21-24,84.208,8440.16
352,352,C1-C3-C8,46.472475414278406,8392.16449330695,7.510185241699219e-05,C1-C3-C8-C16-C23,"(1, 3, 8, 16, 23)",C1-C3-C8-C16-C23,26.240000128746036,13991,9397.85623550415,1894.2513465881348,12.928,1-3-8-16-23,91.686,8455.060000000001
353,353,C5-C9-C10,50.56666973155028,10169.665474971793,8.0108642578125e-05,C5-C9-C10-C16-C18,"(5, 9, 10, 16, 18)",C5-C9-C10-C16-C18,41.22999906539917,13986,9394.543647766111,1893.3649063110352,12.966,5-9-10-16-18,87.498,8581.390000000001
354,354,C6-C8-C9,41.48928727539342,10531.219218654423,7.534027099609375e-05,C6-C8-C9-C18-C24,"(6, 8, 9, 18, 24)",C6-C8-C9-C18-C24,50.73999762535095,13980,9335.415840148926,1895.033359527588,12.854,6-8-9-18-24,82.88,8389.779999999999
355,355,C3-C7-C9,44.196039087221536,9659.253901490274,7.486343383789062e-05,C3-C7-C9-C18-C20,"(3, 7, 9, 18, 20)",C3-C7-C9-C18-C20,43.77000033855438,13988,9181.483030319214,1857.47504234314,12.837,3-7-9-18-20,86.54400000000001,8608.64
356,356,C4-C7-C9,45.92209527122954,9727.103668454787,7.486343383789062e-05,C4-C7-C9-C15-C25,"(4, 7, 9, 15, 25)",C4-C7-C9-C15-C25,51.09000205993652,13995,9257.933855056765,1891.373872756958,12.885,4-7-9-15-25,88.714,8355.11
357,357,C2-C6-C7,42.96846668702853,8788.838593578588,7.367134094238281e-05,C2-C6-C7-C19-C23,"(2, 6, 7, 19, 23)",C2-C6-C7-C19-C23,41.87999963760376,13989,9342.817068099976,1874.545335769653,12.855,2-6-7-19-23,78.96200000000002,8405.87
358,358,C5-C6-C8-C10,51.1919078177216,10972.458182781564,7.343292236328125e-05,C5-C6-C8-C10-C22,"(5, 6, 8, 10, 22)",C5-C6-C8-C10-C22,35.7699990272522,13980,9342.144966125488,1877.838134765625,12.908,5-6-8-10-22,79.468,8579.51
359,359,C2-C5-C9,48.38362000994984,8688.228847610617,7.2479248046875e-05,C2-C5-C9-C15-C16,"(2, 5, 9, 15, 16)",C2-C5-C9-C15-C16,50.76000094413757,13990,9314.680099487305,1883.2569122314453,12.857,2-5-9-15-16,84.636,8533.880000000001
360,360,C3-C6-C10,40.31156098240646,9947.477702417473,9.5367431640625e-05,C3-C6-C10-C15-C24,"(3, 6, 10, 15, 24)",C3-C6-C10-C15-C24,59.14000272750855,13985,9306.238174438477,1884.9895000457764,12.904,3-6-10-15-24,82.43199999999999,8412.76
361,361,C2-C6-C7,42.99838426193598,8778.587314288188,9.560585021972656e-05,C2-C6-C7-C17-C25,"(2, 6, 7, 17, 25)",C2-C6-C7-C17-C25,42.1999990940094,13989,9222.837924957275,1860.8050346374512,12.826,2-6-7-17-25,78.816,8384.550000000001
362,362,C4-C8-C9,47.25851685234356,9737.875813190043,7.462501525878906e-05,C4-C8-C9-C16-C21,"(4, 8, 9, 16, 21)",C4-C8-C9-C16-C21,20.489999651908875,13986,9200.191020965576,1873.760223388672,12.754,4-8-9-16-21,90.878,8416.480000000001
363,363,C3-C4-C5,42.00396041081984,9655.393263595784,7.367134094238281e-05,C3-C4-C5-C21-C24,"(3, 4, 5, 21, 24)",C3-C4-C5-C21-C24,31.139999628067017,13990,9183.587789535522,1857.11669921875,12.768,3-4-5-21-24,86.556,8502.509999999998
364,364,C5-C7-C9,45.91649992078101,10056.85165383386,7.486343383789062e-05,C5-C7-C9-C19-C23,"(5, 7, 9, 19, 23)",C5-C7-C9-C19-C23,40.49000144004822,14000,9135.16926765442,1835.282802581787,12.689,5-7-9-19-23,87.48200000000001,8534.34
365,365,C4-C5-C8,46.18699278851563,9570.914762411916,7.367134094238281e-05,C4-C5-C8-C15-C17,"(4, 5, 8, 15, 17)",C4-C5-C8-C15-C17,48.32000136375427,13990,9115.66162109375,1855.238437652588,12.636,4-5-8-15-17,88.928,8531.6
366,366,C1-C2-C8,40.56857752085048,8293.039423641516,7.367134094238281e-05,C1-C2-C8-C18-C21,"(1, 2, 8, 18, 21)",C1-C2-C8-C18-C21,47.110000252723694,13984,9012.279510498049,1815.8538341522217,12.501,1-2-8-18-21,86.624,8445.439999999999
367,367,C2-C6-C8-C10,52.149133944232325,10256.69136181807,7.390975952148438e-05,C2-C6-C8-C10-C17,"(2, 6, 8, 10, 17)",C2-C6-C8-C10-C17,51.56999826431274,13979,9023.946523666382,1833.333730697632,12.566,2-6-8-10-17,79.878,8460.0
368,368,C1-C2-C5-C6,46.30007254990493,10258.07713961842,7.390975952148438e-05,C1-C2-C5-C6-C22,"(1, 2, 5, 6, 22)",C1-C2-C5-C6-C22,41.11000001430512,13984,9086.442232131958,1838.6619091033936,12.64,1-2-5-6-22,76.28,8561.29
369,369,C1-C5-C8,40.821693831620216,9079.537853984788,7.43865966796875e-05,C1-C5-C8-C18-C24,"(1, 5, 8, 18, 24)",C1-C5-C8-C18-C24,42.23999977111816,13985,9143.991231918337,1843.604326248169,12.603,1-5-8-18-24,87.206,8549.95
370,370,C1-C6-C10,42.937359842062655,8540.60814816637,7.319450378417969e-05,C1-C6-C10-C15-C16,"(1, 6, 10, 15, 16)",C1-C6-C10-C15-C16,56.90000057220459,13986,9095.725774765016,1840.5606746673584,12.621,1-6-10-15-16,85.208,8477.31
371,371,C1-C3-C8,42.23497199026045,8851.645735701253,7.367134094238281e-05,C1-C3-C8-C15-C24,"(1, 3, 8, 15, 24)",C1-C3-C8-C15-C24,43.77000033855438,13990,9059.443712234495,1825.0977993011477,12.551,1-3-8-15-24,89.776,8411.77
372,372,C1-C3-C10,44.68816564445683,8436.647840821252,9.41753387451172e-05,C1-C3-C10-C17-C18,"(1, 3, 10, 17, 18)",C1-C3-C10-C17-C18,35.04999876022339,13990,8966.213464736938,1817.4142837524412,12.5,1-3-10-17-18,89.97800000000001,8481.16
373,373,C1-C2-C8,38.7051606450935,8926.496917235794,7.891654968261719e-05,C1-C2-C8-C20-C24,"(1, 2, 8, 20, 24)",C1-C2-C8-C20-C24,48.10999929904938,13977,8980.406045913696,1818.608045578003,12.479,1-2-8-20-24,84.27000000000001,8639.529999999999
374,374,C5-C6-C9,42.09571589935585,10067.45716957755,7.605552673339844e-05,C5-C6-C9-C18-C20,"(5, 6, 9, 18, 20)",C5-C6-C9-C18-C20,61.890000104904175,13983,9020.16544342041,1825.6192207336424,12.549,5-6-9-18-20,81.36800000000001,8741.66
375,375,C1-C2-C3,40.9797593847337,8413.139367158805,7.343292236328125e-05,C1-C2-C3-C16-C21,"(1, 2, 3, 16, 21)",C1-C2-C3-C16-C21,77.53000259399414,13990,9051.09190940857,1825.8767127990725,12.527,1-2-3-16-21,86.898,8446.09
376,376,C1-C5-C7-C8,48.12510656040798,10585.300515959829,7.390975952148438e-05,C1-C5-C7-C8-C21,"(1, 5, 7, 8, 21)",C1-C5-C7-C8-C21,31.16999864578247,13995,9028.260946273804,1819.6120262146,12.522,1-5-7-8-21,87.462,8568.359999999999
377,377,C1-C2-C4,38.76198958448291,8614.542270862443,7.43865966796875e-05,C1-C2-C4-C17-C20,"(1, 2, 4, 17, 20)",C1-C2-C4-C17-C20,35.37000119686127,13982,8976.803064346313,1808.8397979736328,12.446,1-2-4-17-20,85.66599999999998,8650.47
378,378,C3-C5-C8-C9,51.50700244205736,11314.663183742252,7.414817810058594e-05,C3-C5-C8-C9-C20,"(3, 5, 8, 9, 20)",C3-C5-C8-C9-C20,60.030001401901245,13988,8964.31016921997,1819.5667266845703,12.508,3-5-8-9-20,87.35800000000002,8745.32
379,379,C3-C6-C7,41.50529286826316,9333.457061119816,7.343292236328125e-05,C3-C6-C7-C17-C21,"(3, 6, 7, 17, 21)",C3-C6-C7-C17-C21,46.20999991893768,13995,8944.21100616455,1803.987741470337,12.508,3-6-7-17-21,83.05999999999999,8410.92
380,380,C1-C3-C7,43.32929246157997,8303.378812506593,7.414817810058594e-05,C1-C3-C7-C21-C25,"(1, 3, 7, 21, 25)",C1-C3-C7-C21-C25,64.78999853134155,14000,9011.528730392456,1826.73978805542,12.415,1-3-7-21-25,89.49,8405.3
381,381,C3-C4-C9-C10,53.44628896636844,10648.778969127645,7.462501525878906e-05,C3-C4-C9-C10-C19,"(3, 4, 9, 10, 19)",C3-C4-C9-C10-C19,22.769999504089355,13990,9040.000200271606,1839.451551437378,12.532,3-4-9-10-19,89.38199999999999,8426.73
382,382,C3-C5-C6,41.602276189764375,9256.331214034955,7.319450378417969e-05,C3-C5-C6-C18-C23,"(3, 5, 6, 18, 23)",C3-C5-C6-C18-C23,28.9000004529953,13990,9027.420282363892,1817.8060054779053,12.559,3-5-6-18-23,82.36000000000001,8528.69
383,383,C6-C7-C10,48.5325058847998,10112.233016904382,7.295608520507812e-05,C6-C7-C10-C15-C18,"(6, 7, 10, 15, 18)",C6-C7-C10-C15-C18,45.68000137805939,13985,9014.528751373293,1812.7894401550293,12.519,6-7-10-15-18,81.526,8430.43
384,384,C4-C6-C9,40.12127983776221,10166.433591797271,9.918212890625e-05,C4-C6-C9-C21-C24,"(4, 6, 9, 21, 24)",C4-C6-C9-C21-C24,45.62000036239624,13985,8947.52550125122,1812.025547027588,12.55,4-6-9-21-24,83.32,8377.869999999999
385,385,C1-C3-C5,44.85527460530631,8399.161112798083,7.724761962890625e-05,C1-C3-C5-C16-C21,"(1, 3, 5, 16, 21)",C1-C3-C5-C16-C21,14.45000022649765,13996,8951.282978057861,1806.910753250122,12.474,1-3-5-16-21,89.468,8573.130000000001
386,386,C1-C2-C4,39.56265945720778,8206.144202695099,7.367134094238281e-05,C1-C2-C4-C18-C25,"(1, 2, 4, 18, 25)",C1-C2-C4-C18-C25,27.91999876499176,13984,9024.041891098022,1815.530776977539,12.492,1-2-4-18-25,85.96799999999999,8395.619999999999
387,387,C3-C6-C9,40.850628606965486,9444.336667308902,7.295608520507812e-05,C3-C6-C9-C22-C23,"(3, 6, 9, 22, 23)",C3-C6-C9-C22-C23,25.200000405311584,13990,9018.784046173096,1820.5645084381104,12.528,3-6-9-22-23,82.604,8407.26
388,388,C3-C5-C7-C9,47.586148365211976,11564.57370492194,7.343292236328125e-05,C3-C5-C7-C9-C24,"(3, 5, 7, 9, 24)",C3-C5-C7-C9-C24,42.69999861717224,13995,8972.047090530396,1811.54203414917,12.467,3-5-7-9-24,84.462,8502.14
389,389,C2-C6-C7,44.21028555146317,8762.906806920113,7.367134094238281e-05,C2-C6-C7-C16-C23,"(2, 6, 7, 16, 23)",C2-C6-C7-C16-C23,44.49000060558319,13985,8926.175117492676,1815.7062530517576,12.424,2-6-7-16-23,78.68199999999999,8416.62
390,390,C3-C5-C7,43.72806957804815,9687.007218743587,7.367134094238281e-05,C3-C5-C7-C15-C20,"(3, 5, 7, 15, 20)",C3-C5-C7-C15-C20,48.59000146389008,13993,8863.112926483154,1795.137643814087,12.429,3-5-7-15-20,85.324,8729.93
391,391,C5-C6-C10,44.64962999103568,9974.83063058314,7.295608520507812e-05,C5-C6-C10-C15-C23,"(5, 6, 10, 15, 23)",C5-C6-C10-C15-C23,34.34000015258789,13990,8960.92939376831,1817.6579475402832,12.464,5-6-10-15-23,82.926,8568.53
392,392,C1-C3-C6-C8,47.109461671686674,10391.75255086934,7.271766662597656e-05,C1-C3-C6-C8-C19,"(1, 3, 6, 8, 19)",C1-C3-C6-C8-C19,39.660000801086426,13990,9041.59688949585,1826.8256187438965,12.569,1-3-6-8-19,85.50800000000001,8433.3
393,393,C1-C5-C6,40.28967098039344,8478.982992991063,7.43865966796875e-05,C1-C5-C6-C15-C23,"(1, 5, 6, 15, 23)",C1-C5-C6-C15-C23,37.4099999666214,13995,9004.6968460083,1820.8446502685547,12.523,1-5-6-15-23,84.398,8557.95
394,394,C1-C3-C5-C9,50.05916525175386,10397.571978492007,7.414817810058594e-05,C1-C3-C5-C9-C21,"(1, 3, 5, 9, 21)",C1-C3-C5-C9-C21,48.750001192092896,14000,9038.098335266111,1817.123889923096,12.559,1-3-5-9-21,89.39000000000001,8558.39
395,395,C3-C6-C8,41.99010624052108,9442.544506572289,7.2479248046875e-05,C3-C6-C8-C22-C23,"(3, 6, 8, 22, 23)",C3-C6-C8-C22-C23,57.59999752044678,13985,8961.158037185669,1820.4741477966309,12.542,3-6-8-22-23,82.526,8415.42
396,396,C2-C3-C9,46.18110424996242,9167.096593973156,9.441375732421876e-05,C2-C3-C9-C16-C24,"(2, 3, 9, 16, 24)",C2-C3-C9-C16-C24,52.35000252723694,13985,9012.658834457396,1836.6947174072263,12.561,2-3-9-16-24,84.366,8392.380000000001
397,397,C2-C6-C7,44.27515032256685,8756.182308156212,7.724761962890625e-05,C2-C6-C7-C16-C25,"(2, 6, 7, 16, 25)",C2-C6-C7-C16-C25,59.50000286102295,13985,8971.985816955566,1806.9024085998533,12.48,2-6-7-16-25,78.502,8384.050000000001
398,398,C1-C2-C4-C9,46.24259529315728,10460.908976832454,7.390975952148438e-05,C1-C2-C4-C9-C22,"(1, 2, 4, 9, 22)",C1-C2-C4-C9-C22,37.50999867916107,13984,9007.773160934448,1815.6139850616453,12.485,1-2-4-9-22,83.716,8424.74
399,399,C7-C8-C9-C10,51.766060973709344,10939.661041916675,7.367134094238281e-05,C7-C8-C9-C10-C19,"(7, 8, 9, 10, 19)",C7-C8-C9-C10-C19,53.49000096321106,13990,8990.39363861084,1814.5310878753664,12.453,7-8-9-10-19,88.13600000000001,8447.119999999999
400,400,C2-C3-C10,51.24241050110574,8581.037855860699,7.486343383789062e-05,C2-C3-C10-C15-C16,"(2, 3, 10, 15, 16)",C2-C3-C10-C15-C16,48.41000139713287,13985,8980.8189868927,1820.6439018249512,12.456,2-3-10-15-16,85.33000000000001,8443.73
401,401,C4-C8-C9-C10,51.85021421857323,11128.75198117524,7.843971252441406e-05,C4-C8-C9-C10-C20,"(4, 8, 9, 10, 20)",C4-C8-C9-C10-C20,67.11999773979187,13978,23396.25573158264,15268.025398254396,27.168,4-8-9-10-20,88.46200000000002,8653.45
402,402,C1-C6-C8-C9,47.95872437570532,10805.885533393846,7.367134094238281e-05,C1-C6-C8-C9-C20,"(1, 6, 8, 9, 20)",C1-C6-C8-C9-C20,54.01999950408936,13983,9612.213373184204,1964.9534225463867,13.354,1-6-8-9-20,84.66600000000001,8651.86
403,403,C2-C4-C8,52.66094126917071,8866.29230418282,7.390975952148438e-05,C2-C4-C8-C16-C20,"(2, 4, 8, 16, 20)",C2-C4-C8-C16-C20,20.93999981880188,13973,9396.806955337524,1909.872055053711,13.132,2-4-8-16-20,84.72999999999999,8626.95
404,404,C3-C7-C8-C10,52.7410022687988,10670.684088284926,7.462501525878906e-05,C3-C7-C8-C10-C17,"(3, 7, 8, 10, 17)",C3-C7-C8-C10-C17,17.829999327659607,13990,9556.209564208984,1929.48055267334,13.144,3-7-8-10-17,87.624,8454.019999999999
405,405,C3-C6-C10,43.57008661313317,9454.45967823889,7.462501525878906e-05,C3-C6-C10-C19-C25,"(3, 6, 10, 19, 25)",C3-C6-C10-C19-C25,56.55999779701233,13990,9553.995609283447,1918.325901031494,13.226,3-6-10-19-25,84.442,8412.730000000001
406,406,C3-C4-C9,45.6843857888904,9532.704576860624,7.319450378417969e-05,C3-C4-C9-C17-C20,"(3, 4, 9, 17, 20)",C3-C4-C9-C17-C20,55.72999715805054,13988,9526.323795318604,1914.7045612335205,13.164,3-4-9-17-20,89.314,8614.42
407,407,C3-C4-C9,40.252419573458994,9745.591095130409,0.0001003742218017,C3-C4-C9-C22-C24,"(3, 4, 9, 22, 24)",C3-C4-C9-C22-C24,50.05999803543091,13985,9444.308280944824,1903.764009475708,13.053,3-4-9-22-24,85.756,8374.41
408,408,C1-C5-C10,45.93718000568598,8596.196299014195,7.796287536621094e-05,C1-C5-C10-C16-C25,"(1, 5, 10, 16, 25)",C1-C5-C10-C16-C25,39.96999859809876,13991,9390.280485153198,1911.8149280548096,13.106,1-5-10-16-25,89.034,8588.0
409,409,C2-C5-C8,51.14918907204631,8687.286614607956,7.414817810058594e-05,C2-C5-C8-C16-C18,"(2, 5, 8, 16, 18)",C2-C5-C8-C16-C18,41.370001435279846,13980,9297.045469284058,1894.5014476776123,12.989,2-5-8-16-18,83.61,8548.310000000001
410,410,C2-C6-C9,43.63099953893852,8820.059352257089,7.915496826171875e-05,C2-C6-C9-C15-C23,"(2, 6, 9, 15, 23)",C2-C6-C9-C15-C23,55.48999905586243,13989,9343.896627426147,1901.735544204712,12.893,2-6-9-15-23,81.28399999999999,8399.730000000001
411,411,C1-C5-C6-C8,47.71806236526972,10666.155136269592,7.43865966796875e-05,C1-C5-C6-C8-C22,"(1, 5, 6, 8, 22)",C1-C5-C6-C8-C22,45.37999927997589,13985,9414.95132446289,1899.887561798096,13.022,1-5-6-8-22,80.94000000000001,8568.93
412,412,C3-C5-C8,44.57969430454396,9407.529641718951,7.367134094238281e-05,C3-C5-C8-C22-C25,"(3, 5, 8, 22, 25)",C3-C5-C8-C22-C25,40.02000093460083,13990,9353.002071380615,1889.445781707764,12.932,3-5-8-22-25,86.12800000000001,8511.84
413,413,C5-C8-C9,45.40489080751903,10177.37476306354,7.43865966796875e-05,C5-C8-C9-C20-C21,"(5, 8, 9, 20, 21)",C5-C8-C9-C20-C21,44.06000077724457,13988,9347.145318984984,1885.3068351745603,12.894,5-8-9-20-21,88.284,8757.92
414,414,C1-C6-C9,39.85686339673239,8536.319549480595,7.343292236328125e-05,C1-C6-C9-C23-C25,"(1, 6, 9, 23, 25)",C1-C6-C9-C23-C25,42.32000112533569,13995,9259.944915771484,1884.3131065368648,12.928,1-6-9-23-25,86.61,8412.09
415,415,C2-C3-C7-C10,54.83696686448853,10227.556462458437,7.343292236328125e-05,C2-C3-C7-C10-C17,"(2, 3, 7, 10, 17)",C2-C3-C7-C10-C17,52.35000252723694,13989,9315.202236175535,1887.0434761047363,12.943,2-3-7-10-17,82.964,8446.38
416,416,C1-C2-C3-C9,45.96371146445483,10236.789986253596,7.390975952148438e-05,C1-C2-C3-C9-C17,"(1, 2, 3, 9, 17)",C1-C2-C3-C9-C17,47.15000092983246,13994,9411.024570465088,1896.91424369812,12.984,1-2-3-9-17,86.832,8438.34
417,417,C5-C7-C8,48.086067118975954,9936.864394670578,7.43865966796875e-05,C5-C7-C8-C16-C23,"(5, 7, 8, 16, 23)",C5-C7-C8-C16-C23,51.02000236511231,13991,9292.373895645142,1871.976852416992,12.858,5-7-8-16-23,87.124,8553.25
418,418,C3-C6-C8,44.76709105635552,9289.78348255373,0.0001158714294433,C3-C6-C8-C15-C16,"(3, 6, 8, 15, 16)",C3-C6-C8-C15-C16,45.55999934673309,13986,9289.206743240356,1879.2579174041748,12.844,3-6-8-15-16,84.96799999999999,8408.18
419,419,C3-C8-C10,46.21943343288732,9679.9440675328,8.7738037109375e-05,C3-C8-C10-C20-C25,"(3, 8, 10, 20, 25)",C3-C8-C10-C20-C25,42.6800012588501,13983,9310.610055923462,1888.2827758789065,12.89,3-8-10-20-25,88.92600000000002,8636.529999999999
420,420,C2-C5-C9,46.62762147457484,8810.11795494021,7.414817810058594e-05,C2-C5-C9-C15-C21,"(2, 5, 9, 15, 21)",C2-C5-C9-C15-C21,60.74000000953674,13994,9206.437587738035,1864.5474910736084,12.85,2-5-9-15-21,84.938,8527.390000000001
421,421,C2-C3-C7,44.578678469702375,9095.490482080097,7.43865966796875e-05,C2-C3-C7-C19-C24,"(2, 3, 7, 19, 24)",C2-C3-C7-C19-C24,35.37000119686127,13989,9224.95460510254,1872.3185062408447,12.794,2-3-7-19-24,82.25,8379.09
422,422,C1-C4-C6,41.81790158782401,8821.540432250458,7.343292236328125e-05,C1-C4-C6-C20-C22,"(1, 4, 6, 20, 22)",C1-C4-C6-C20-C22,47.49999940395355,13978,9233.659744262695,1874.3221759796145,12.801,1-4-6-20-22,81.474,8640.99
423,423,C4-C5-C6,45.39542207056075,9608.429062138724,7.43865966796875e-05,C4-C5-C6-C16-C18,"(4, 5, 6, 16, 18)",C4-C5-C6-C16-C18,44.26000118255615,13981,9244.39549446106,1860.56923866272,12.81,4-5-6-16-18,81.79400000000001,8527.78
424,424,C5-C7-C10,49.8508034857525,10005.977065538786,7.557868957519531e-05,C5-C7-C10-C15-C16,"(5, 7, 10, 15, 16)",C5-C7-C10-C15-C16,40.43999910354614,13991,9124.88889694214,1835.932731628418,12.633,5-7-10-15-16,86.05000000000001,8572.58
425,425,C2-C6-C7-C9,52.08595397237809,10440.474748125893,7.486343383789062e-05,C2-C6-C7-C9-C17,"(2, 6, 7, 9, 17)",C2-C6-C7-C9-C17,29.750001430511475,13989,9124.689817428589,1860.3954315185547,12.674,2-6-7-9-17,78.488,8407.539999999999
426,426,C3-C5-C7,44.05738589016601,9351.61302796689,7.390975952148438e-05,C3-C5-C7-C15-C19,"(3, 5, 7, 15, 19)",C3-C5-C7-C15-C19,44.15000081062317,14000,9149.745464324951,1858.7708473205569,12.788,3-5-7-15-19,86.71200000000002,8515.72
427,427,C2-C5-C9,48.73263360741048,8948.020827621007,7.319450378417969e-05,C2-C5-C9-C17-C22,"(2, 5, 9, 17, 22)",C2-C5-C9-C17-C22,44.40999925136566,13989,9146.560430526732,1865.1220798492432,12.697,2-5-9-17-22,82.078,8546.78
428,428,C2-C3-C7,47.489879431627806,8558.658623277779,7.343292236328125e-05,C2-C3-C7-C15-C21,"(2, 3, 7, 15, 21)",C2-C3-C7-C15-C21,62.05999851226807,13994,9097.90825843811,1826.6232013702397,12.637,2-3-7-15-21,84.164,8392.94
429,429,C6-C7-C8-C10,52.543674286117344,10824.052888553297,7.390975952148438e-05,C6-C7-C8-C10-C25,"(6, 7, 8, 10, 25)",C6-C7-C8-C10-C25,40.84999859333038,13985,9181.410074234009,1849.771738052368,12.731,6-7-8-10-25,82.156,8418.71
430,430,C2-C6-C8,44.56100459522289,8797.534469152764,0.000101089477539,C2-C6-C8-C15-C25,"(2, 6, 8, 15, 25)",C2-C6-C8-C15-C25,33.70000123977661,13984,9126.752376556396,1840.4724597930908,12.655,2-6-8-15-25,81.02599999999998,8375.320000000002
431,431,C1-C2-C3,39.82211441221257,8295.431568624736,7.486343383789062e-05,C1-C2-C3-C19-C23,"(1, 2, 3, 19, 23)",C1-C2-C3-C19-C23,44.13999915122986,13994,9004.750967025757,1831.1741352081297,12.512,1-2-3-19-23,87.306,8436.67
432,432,C1-C3-C4-C10,50.1204869891418,10145.691878656631,7.462501525878906e-05,C1-C3-C4-C10-C25,"(1, 3, 4, 10, 25)",C1-C3-C4-C10-C25,16.78999960422516,13990,9014.33277130127,1829.374313354492,12.604,1-3-4-10-25,89.896,8430.93
433,433,C1-C2-C8-C10,48.04201044448492,10047.965773258513,7.343292236328125e-05,C1-C2-C8-C10-C25,"(1, 2, 8, 10, 25)",C1-C2-C8-C10-C25,57.099997997283936,13984,8988.967657089233,1809.8056316375728,12.429,1-2-8-10-25,86.308,8454.38
434,434,C1-C2-C3,39.36307475200224,8309.184454277442,7.319450378417969e-05,C1-C2-C3-C17-C18,"(1, 2, 3, 17, 18)",C1-C2-C3-C17-C18,23.54000061750412,13989,9053.248167037964,1824.1124153137207,12.529,1-2-3-17-18,86.16799999999999,8439.92
435,435,C3-C4-C5-C10,53.81468188460765,10593.996990918866,7.295608520507812e-05,C3-C4-C5-C10-C18,"(3, 4, 5, 10, 18)",C3-C4-C5-C10-C18,33.52000117301941,13985,9051.771640777588,1837.0332717895508,12.595,3-4-5-10-18,86.19200000000001,8551.88
